ticker,sector,mom_12_1,mom_6_1,mom_12_1_winsor,mom_12_1_sector_z,mom_6_1_winsor,mom_6_1_sector_z,momentum_score,momentum_missing_count,roe,gross_margin,debt_to_equity,accruals,neg_debt_to_equity,neg_accruals,roe_winsor,roe_sector_z,gross_margin_winsor,gross_margin_sector_z,neg_debt_to_equity_winsor,neg_debt_to_equity_sector_z,neg_accruals_winsor,neg_accruals_sector_z,quality_missing_count,quality_score,earnings_yield,fcf_yield,book_to_market,sales_to_price,earnings_yield_winsor,earnings_yield_sector_z,fcf_yield_winsor,fcf_yield_sector_z,book_to_market_winsor,book_to_market_sector_z,sales_to_price_winsor,sales_to_price_sector_z,value_missing_count,value_score,vol_63,vol_126,beta_252,neg_vol_63,neg_vol_126,neg_beta_252,neg_vol_63_winsor,neg_vol_63_sector_z,neg_vol_126_winsor,neg_vol_126_sector_z,neg_beta_252_winsor,neg_beta_252_sector_z,low_vol_missing_count,low_vol_score,missing_count,composite_score,ticker,signal_date
AAPL,Unknown,0.1686357015698332,0.21798043404925216,0.1686357015698332,-0.551804312424012,0.21331788305041516,1.5378748422620094,0.07509943398179447,0,1.5509340677572419,0.4369150568287387,1.8667418787536916,-0.567272966051612,-1.8667418787536916,0.567272966051612,1.5509340677572419,-0.04778454184780711,0.4369150568287387,0.8861755457986389,-1.8667418787536916,0.2647920968528675,0.5400323080579912,2.338034607263519,0,0.8603044270168045,0.02616136319376641,0.06968273147856369,0.016868133686429077,0.10543521076794984,0.02616136319376641,-0.652004375005682,0.06968273147856369,0.18770044854195722,0.016868133686429077,-0.8128453507322525,0.10876348538678411,-1.011672991944475,0,-0.5722055672851131,0.26838040698677434,0.2580688503383641,,-0.26838040698677434,-0.2580688503383641,,-0.26838040698677434,-0.8824106189573204,-0.2580688503383641,-0.9722967691117503,,,1,-0.9273536940345354,1,-0.0909161936794459,AAPL,2024-08-30
AMZN,Unknown,0.35798356651121455,0.029114776169639756,0.35798356651121455,0.5679874757572796,0.029114776169639756,-0.6105082657527691,0.21443875330426498,0,0.0011130812937628618,0.0,0.46252410597569343,-0.04779511518633527,-0.46252410597569343,0.04779511518633527,0.00917747024258806,-0.4481103913866835,0.0,-0.9514813568031563,-0.46252410597569343,0.42319849633891055,0.04779511518633527,-0.4399021977231873,0,-0.3540738623935291,9.401767273413593e-05,-0.020460143762757933,0.08446613312159935,0.26900915933929914,0.0012094207339788062,-1.2896785655333713,-0.017390461470910893,-1.288477964648605,0.08446613312159935,-0.5871841445652031,0.26900915933929914,-0.4737961922057967,0,-0.9097842167382441,0.3147342197948944,0.2679948543406284,,-0.3147342197948944,-0.2679948543406284,,-0.3110259147702448,-1.8110913910659072,-0.2672007740204473,-1.1962292296111277,,,1,-1.5036603103385175,1,-0.5523649558593673,AMZN,2024-08-30
BAC,Unknown,0.399409376153562,0.1564978645515558,0.399409376153562,0.8129772012586629,0.1564978645515558,0.8751760962574338,0.8316368697582941,0,0.10191794315407786,,1.7665705434767092,0.054181403512176735,-1.7665705434767092,-0.054181403512176735,0.10191794315407786,-0.4240298013215734,,,-1.7665705434767092,0.27609218211068637,-0.054181403512176735,-1.015405895207652,1,-0.3877811714728463,0.09120431362116724,,0.8948798494028286,0.3087603117848501,0.09120431362116724,1.0102393893893449,,,0.8726393901401325,2.0439607019326647,0.3087603117848501,-0.34036842385510113,1,0.9046105558223028,0.23608333416220056,0.22448207095840292,,-0.23608333416220056,-0.22448207095840292,,-0.23608333416220056,-0.17908517891652756,-0.22448207095840292,-0.14868386906518619,,,1,-0.16388452399085687,3,0.345921502216681,BAC,2024-08-30
CAT,Unknown,0.1940243452600514,-0.009334353481254776,0.1940243452600514,-0.40165741361335716,-0.009334353481254776,-1.0589451138528212,-0.5988437236851963,0,0.3958172812328013,0.0,1.7430379746835443,-0.027101340123611758,-1.7430379746835443,0.027101340123611758,0.3958172812328013,-0.34771717040114036,0.0,-0.9514813568031563,-1.7430379746835443,0.27874683409234324,0.027101340123611758,-0.5566873578316484,0,-0.3942847627359005,0.040049829375740795,0.03425842673317746,0.10118261954354982,0.3268360102504142,0.040049829375740795,-0.2970694257713893,0.03425842673317746,-0.41285860064516333,0.10118261954354982,-0.5313797935433917,0.3268360102504142,-0.2796959663472623,0,-0.38025094657680164,0.24616910352494065,0.2519128074733386,,-0.24616910352494065,-0.2519128074733386,,-0.24616910352494065,-0.39872050666678255,-0.2519128074733386,-0.8213386715961662,,,1,-0.6100295891314744,1,-0.4952929622600293,CAT,2024-08-30
COST,Unknown,0.54990612667152,0.09321117777417443,0.5409333710193197,1.64994152261686,0.09321117777417443,0.13705581621921237,1.1960758106975655,0,0.2334874644720655,0.0,0.2756119289017096,-0.22676474113135187,-0.2756119289017096,0.22676474113135187,0.2334874644720655,-0.3898670284948166,0.0,-0.9514813568031563,-0.2756119289017096,0.4442836054753752,0.22676474113135187,0.570111507228593,0,-0.08173831814850116,0.014036555938292512,0.03070122776802608,0.06011695732801042,0.9953739036146909,0.014036555938292512,-0.9618670906799784,0.03070122776802608,-0.4731648802923019,0.06011695732801042,-0.668468567546159,0.9865036818900143,1.9345287759550833,0,-0.042242940640838944,0.20347464937643597,0.21437975758549588,,-0.20347464937643597,-0.21437975758549588,,-0.20347464937643597,0.5310261584381465,-0.21437975758549588,0.09904442664640985,,,1,0.3150352925422782,1,0.39083448702039025,COST,2024-08-30
CVX,Unknown,-0.01712400870236508,0.008351933184534754,-0.007250739216891993,-1.5919860546706643,0.008351933184534754,-0.8526678139759926,-1.3701905824622629,0,0.22336287819290176,,0.17831008389742822,-0.14993395496432005,-0.17831008389742822,0.14993395496432005,0.22336287819290176,-0.3924959347761126,,,-0.18609423149777074,0.45438187969674904,0.14993395496432005,0.13651755752250005,1,0.06613450081437883,0.1377867763838491,0.19370744835541628,0.6168741086191277,0.8844961320562329,0.13406017936283454,2.1054679288196034,0.18640381251783628,2.166508556502585,0.6168741086191277,1.1901439853738025,0.8844961320562329,1.5921326718952835,0,1.7635632856478187,0.208465839920868,0.1863572294635461,,-0.208465839920868,-0.1863572294635461,,-0.208465839920868,0.4223342251147299,-0.1863572294635461,0.7862111058941819,,,1,0.6042726655044559,2,0.16722180497776168,CVX,2024-08-30
HD,Unknown,0.1062918598660485,-0.055581516809148246,0.1062918598660485,-0.9205020107328099,-0.05188174374291677,-1.555180470987327,-1.110905548809165,0,13.516104868913859,0.334205371015187,31.604494382022473,-0.22226295050204878,-31.604494382022473,0.22226295050204878,12.558891204821329,2.8104939955598027,0.334205371015187,0.4541804470961489,-29.22547418176097,-2.8214801058185346,0.22226295050204878,0.5447056865011334,0,0.24697500583463763,0.05049804969796758,0.07198018439575028,0.0037361392344705566,0.4557166326018592,0.05049804969796758,-0.030053723600375434,0.07198018439575028,0.22664986898689798,0.004786698790627238,-0.8531765912067577,0.4557166326018592,0.15290165072954107,0,-0.1259196987726735,0.23126780787948956,0.2225806615812693,,-0.23126780787948956,-0.2225806615812693,,-0.23126780787948956,-0.07421864317156818,-0.2225806615812693,-0.10205762742526611,,,1,-0.08813813529841714,1,-0.3206354649369419,HD,2024-08-30
JPM,Unknown,0.4377466810190169,0.1341636003396547,0.4377466810190169,1.0397016968458161,0.1341636003396547,0.6146888722615659,0.9121978494705411,0,0.14552854893829437,,0.9949922563964725,0.05664048766364031,-0.9949922563964725,-0.05664048766364031,0.14552854893829437,-0.4127060600529354,,,-0.9949922563964725,0.3631320563719217,-0.05644376093152323,-1.0281734918709053,1,-0.35924916518397304,0.07221595357634211,,0.49623221081495456,0.20434987127324866,0.07221595357634211,0.5249710724819144,,,0.49623221081495456,0.787407271266147,0.20434987127324866,-0.6908300133413013,1,0.20718277680225336,0.21167120912197376,0.21612117211147322,,-0.21167120912197376,-0.21612117211147322,,-0.21167120912197376,0.3525316855438497,-0.21612117211147322,0.056341568724309496,,,1,0.20443662713407962,3,0.27653008317254835,JPM,2024-08-30
KO,Unknown,0.15969854656378968,0.15969854656378968,0.15969854656378968,-0.6046581050377765,0.15969854656378968,0.912506037568688,-0.14950886225583715,0,0.3955634956081584,0.5940627921293236,1.40524043471788,-0.028427990636934828,-1.40524043471788,0.028427990636934828,0.3955634956081584,-0.3477830672787342,0.5862054053642943,1.5140880775146806,-1.40524043471788,0.3168529548796801,0.028427990636934828,-0.549200415882352,0,0.23348938730831859,0.03563069616621226,0.03464190193935318,0.09007579456095137,0.14703864350337822,0.03563069616621226,-0.4100052101000665,0.03464190193935318,-0.40635742844536954,0.09007579456095137,-0.5684575109788496,0.14703864350337822,-0.8831995108859717,0,-0.5670049151025643,0.12817456770186492,0.11930112438337584,,-0.12817456770186492,-0.11930112438337584,,-0.1341985742358306,2.0396342696813767,-0.12466561278978947,2.299009065544591,,,1,2.1693216676129836,1,0.3056327928972842,KO,2024-08-30
AAPL,Unknown,0.3529446652037245,0.3555978131685287,0.3529446652037245,0.019825901114270968,0.3458537672378854,1.8806291043756111,0.578066862092673,0,1.5509340677572419,0.4369150568287387,1.8667418787536916,-0.567272966051612,-1.8667418787536916,0.567272966051612,1.5509340677572419,-0.04778454184780711,0.4369150568287387,0.8861755457986389,-1.8667418787536916,0.2647920968528675,0.5400323080579912,2.338034607263519,0,0.8603044270168045,0.025715379414848794,0.06853048455001438,0.016580575505724116,0.10363781231508673,0.025715379414848794,-0.6460101225647065,0.06853048455001438,0.18769410750983992,0.016580575505724116,-0.8072132193097942,0.10713381533351107,-0.9900109723452172,0,-0.5638850516774695,0.2272613572052444,0.2537954818471868,,-0.2272613572052444,-0.2537954818471868,,-0.2272613572052444,0.1300254567987435,-0.2537954818471868,-0.7334049048715743,,,1,-0.30168972403641536,1,0.1871869576553526,AAPL,2024-09-30
AMZN,Unknown,0.3666957695055164,-0.0479902692541605,0.3666957695055164,0.09361248981993399,-0.0479902692541605,-1.0920582345404553,-0.2620887274881828,0,0.0011130812937628618,0.0,0.46252410597569343,-0.04779511518633527,-0.46252410597569343,0.04779511518633527,0.00917747024258806,-0.4481103913866835,0.0,-0.9514813568031563,-0.46252410597569343,0.42319849633891055,0.04779511518633527,-0.4399021977231873,0,-0.3540738623935291,9.005781260449237e-05,-0.019629483359450136,0.08090856715419643,0.2576789634984713,0.0012136043462431022,-1.2583995532496615,-0.016597012299982408,-1.2560875513698537,0.08090856715419643,-0.5980274620703899,0.2576789634984713,-0.4885650461544473,0,-0.9002699032110881,0.3188263344047884,0.27872754539136285,,-0.3188263344047884,-0.27872754539136285,,-0.31697319891878145,-1.7353899699538637,-0.2785870181645303,-1.288032890505168,,,1,-1.5117114302295158,1,-0.6945548456935123,AMZN,2024-09-30
BAC,Unknown,0.4895752895752896,0.07765363128491631,0.4895752895752896,0.7529675793276251,0.07765363128491631,-0.14371321027325043,0.4839633424473624,0,0.10191794315407786,,1.7665705434767092,0.054181403512176735,-1.7665705434767092,-0.054181403512176735,0.10191794315407786,-0.4240298013215734,,,-1.7665705434767092,0.27609218211068637,-0.054181403512176735,-1.015405895207652,1,-0.3877811714728463,0.09301128125286919,,0.9126094814556479,0.3148775650944561,0.09301128125286919,1.035961852878831,,,0.8891708832221172,2.0303301207169486,0.3148775650944561,-0.2980440887956153,1,0.9227492949333881,0.24365293984271164,0.22799739430839636,,-0.24365293984271164,-0.22799739430839636,,-0.24365293984271164,-0.21081150002640703,-0.22799739430839636,-0.15625869086995414,,,1,-0.18353509544818059,3,0.242224014509708,BAC,2024-09-30
CAT,Unknown,0.29632003619636516,-0.025260830120208744,0.29632003619636516,-0.284014293787917,-0.025260830120208744,-0.920499166296124,-0.4749597555403791,0,0.3958172812328013,0.0,1.7430379746835443,-0.027101340123611758,-1.7430379746835443,0.027101340123611758,0.3958172812328013,-0.34771717040114036,0.0,-0.9514813568031563,-1.7430379746835443,0.27874683409234324,0.027101340123611758,-0.5566873578316484,0,-0.3942847627359005,0.036464841117513136,0.03161613907665611,0.09212543980884506,0.2975798741475363,0.036464841117513136,-0.37734155819203746,0.03161613907665611,-0.43838156622806734,0.09212543980884506,-0.5615517391387169,0.2975798741475363,-0.35566040365908397,0,-0.4332338168044764,0.2956621408297011,0.2769709550559562,,-0.2956621408297011,-0.2769709550559562,,-0.2956621408297011,-1.292260325522623,-0.2769709550559562,-1.2518788653938568,,,1,-1.27206959545824,1,-0.603781490638856,CAT,2024-09-30
COST,Unknown,0.6050093171105995,0.23379723903548788,0.6001746978678776,1.3464292295102536,0.23379723903548788,1.0348399295612662,1.2529524395255573,0,0.2334874644720655,0.0,0.2756119289017096,-0.22676474113135187,-0.2756119289017096,0.22676474113135187,0.2334874644720655,-0.3898670284948166,0.0,-0.9514813568031563,-0.2756119289017096,0.4442836054753752,0.22676474113135187,0.570111507228593,0,-0.08173831814850116,0.014134389483087114,0.030911700965011973,0.06053596716657205,1.0023115710749122,0.014134389483087114,-0.93546163418873,0.030911700965011973,-0.4503289964126974,0.06053596716657205,-0.6642763476043111,0.9932021118788282,1.96136503043758,0,-0.02217548694203958,0.21691286478877195,0.18480220502721206,,-0.21691286478877195,-0.18480220502721206,,-0.21691286478877195,0.3452059394262356,-0.18480220502721206,0.8100896835680264,,,1,0.577647811497131,1,0.4654368428844582,COST,2024-09-30
CVX,Unknown,-0.09779242174629332,-0.05305021441416524,-0.07064649486962372,-2.253107677290327,-0.05264541880136486,-1.1271947424916546,-1.9153337968507251,0,0.22336287819290176,,0.17831008389742822,-0.14993395496432005,-0.17831008389742822,0.14993395496432005,0.22336287819290176,-0.3924959347761126,,,-0.18609423149777074,0.45438187969674904,0.14993395496432005,0.13651755752250005,1,0.06613450081437883,0.1384016709159593,0.1944858906508957,0.619627003536515,0.8884433311238626,0.1347704397429121,2.0796767356575443,0.18692856628484275,2.195752433910524,0.619627003536515,1.153810597312573,0.8884433311238626,1.6124274227989155,0,1.7604167974198892,0.2185950969314225,0.1952632214560758,,-0.2185950969314225,-0.1952632214560758,,-0.2185950969314225,0.31022659076566816,-0.1952632214560758,0.5760593114542287,,,1,0.44314295110994845,2,-0.02933372427466087,CVX,2024-09-30
HD,Unknown,0.2415316642120766,0.011051143664867702,0.2415316642120766,-0.5780013788055736,0.011051143664867702,-0.6464207628666769,-0.5985271940239045,0,13.516104868913859,0.334205371015187,31.604494382022473,-0.22226295050204878,-31.604494382022473,0.22226295050204878,12.558891204821329,2.8104939955598027,0.334205371015187,0.4541804470961489,-29.22547418176097,-2.8214801058185346,0.22226295050204878,0.5447056865011334,0,0.24697500583463763,0.045969755246029045,0.06615200304404079,0.0034011096903928603,0.4148513098535597,0.045969755246029045,-0.1397788128165254,0.06615200304404079,0.1473545215783952,0.0044554669556193605,-0.8466424001168693,0.4148513098535597,0.03495519843851536,0,-0.20102787322912105,0.20744381110096693,0.21108818063905097,,-0.20744381110096693,-0.21108818063905097,,-0.20744381110096693,0.5420998888602798,-0.21108818063905097,0.22202860024545118,,,1,0.3820642445528655,1,-0.09165852614521913,HD,2024-09-30
JPM,Unknown,0.5445765765765767,0.13026739096039242,0.5445765765765767,1.048097137883678,0.13026739096039242,0.25340910909242376,0.8096907292463017,0,0.14552854893829437,,0.9949922563964725,0.05664048766364031,-0.9949922563964725,-0.05664048766364031,0.14552854893829437,-0.4127060600529354,,,-0.9949922563964725,0.3631320563719217,-0.05644376093152323,-1.0281734918709053,1,-0.35924916518397304,0.07707801073448141,,0.5296418558200789,0.21810806049855067,0.07707801073448141,0.6377308498439914,,,0.5296418558200789,0.8611913069696362,0.21810806049855067,-0.6203704769296567,1,0.29285055996132364,0.23471082938924806,0.23043356791923433,,-0.23471082938924806,-0.23043356791923433,,-0.23471082938924806,-0.02487449919121331,-0.23043356791923433,-0.21075995473424897,,,1,-0.11781722696273114,3,0.20274412207568188,JPM,2024-09-30
KO,Unknown,0.3220764183712852,0.19751791644817351,0.3220764183712852,-0.14580898777194556,0.19751791644817351,0.7610079734388604,0.12623610059129622,0,0.3955634956081584,0.5940627921293236,1.40524043471788,-0.028427990636934828,-1.40524043471788,0.028427990636934828,0.3955634956081584,-0.3477830672787342,0.5862054053642943,1.5140880775146806,-1.40524043471788,0.3168529548796801,0.028427990636934828,-0.549200415882352,0,0.23348938730831859,0.03570320048980631,0.03470445963168999,0.09025908832895332,0.14733785004539093,0.03570320048980631,-0.3963777573687062,0.03470445963168999,-0.38600294898814036,0.09025908832895332,-0.5676208567590758,0.14733785004539093,-0.8560966637909893,0,-0.551524556726728,0.13459055098698142,0.12542644037098397,,-0.13459055098698142,-0.12542644037098397,,-0.14041881179610027,1.9357784188431812,-0.1301765015434822,2.032157711107092,,,1,1.9839680649751368,1,0.35515565081781386,KO,2024-09-30
AAPL,Unknown,0.3349940688018982,0.3131089201330146,0.3349940688018982,-0.6185115936299925,0.3074189239572432,1.6152562585945116,0.05161876203735871,0,1.5509340677572419,0.4369150568287387,1.8667418787536916,-0.567272966051612,-1.8667418787536916,0.567272966051612,1.5509340677572419,-0.04882692303406349,0.4369150568287387,0.8791363141741817,-1.8667418787536916,0.26413209642349605,0.5400323080579912,2.342575118747139,0,0.8592541515776884,0.026526839948046655,0.07062608616709731,0.017103783132706798,0.10690815078001717,0.026526839948046655,-0.6698500320093452,0.07062608616709731,0.15191858277638842,0.017103783132706798,-0.8166907320124812,0.11195760957777777,-0.9931798004805676,0,-0.5819504954315013,0.22129416896624654,0.2491820741007803,,-0.22129416896624654,-0.2491820741007803,,-0.22129416896624654,-0.41577848459889083,-0.2491820741007803,-0.8856358313067128,,,1,-0.6507071579528018,1,-0.045329888942805985,AAPL,2024-10-31
AMZN,Unknown,0.38900999774486955,-0.0001082251082251684,0.38900999774486955,-0.3246404615117704,-0.0001082251082251684,-1.2716772130899412,-0.6087514869852216,0,0.0011130812937628618,0.0,0.46252410597569343,-0.04779511518633527,-0.46252410597569343,0.04779511518633527,0.009510783389877249,-0.4492212273143924,0.0,-0.9501472751458901,-0.46252410597569343,0.4225092092752862,0.04779511518633527,-0.5134320506985017,0,-0.37257283597087454,9.013519016875355e-05,-0.019645740102744037,0.08097808369777217,0.2579003609539527,0.0012292239331859961,-1.3058282023509116,-0.016587214729565484,-1.3596870805922008,0.08097808369777217,-0.603604510847424,0.2579003609539527,-0.5051333940193338,0,-0.9435632969524675,0.26376083012501816,0.2700611686873182,,-0.26376083012501816,-0.2700611686873182,,-0.26306783154495783,-1.5161906248920909,-0.26842073450313586,-1.3909230317505115,,,1,-1.4535568283213012,1,-0.8023708449906622,AMZN,2024-10-31
